"Lon","Lat","NAMES","DATE","TYPE"
-93.5577,38.0944,"July 1982",1982-07-15 06:00:00,"Class_A"
-93.8794,37.9939,"1977",1977-08-15 07:00:00,"Class_A"
-90.0329,37.8602,"May 2000",2000-05-31 06:00:00,"Class_A"
-90.7517,38.039,"October 1956",1956-10-15 07:00:00,"Class_A"
-90.675,38.655,"August 1976",1976-08-01 07:00:00,"Class_A"
-93.13545,37.07354,"June 1988",1988-06-01 06:00:00,"Class_A"
-93.71506,37.11433,"September 1977",1977-09-01 07:00:00,"Class_A"
-92.59781,38.81124,"October 1975",1975-10-15 07:00:00,"Class_A"
-92.173,37.714,"May 1982",1982-05-15 06:00:00,"Class_A"
-92.425,36.615,"app. 1985",2004-12-05 06:00:00,"Class_A"
-93.4303,37.0968,"August 2002",2002-08-23 06:00:00,"Class_A"
-92.8254,38.3085,"August 1991",2004-11-20 06:00:00,"Class_A"
-91.6253,38.28,"April 2003",2003-04-11 06:00:00,"Class_A"
-94.5383,37.1058,"1972?",2004-12-06 06:00:00,"Class_A"
-92.9282,39.7557,"June 1984",2004-11-21 06:00:00,"Class_A"
-92.411,38.305,"June 2004",2004-12-05 06:00:00,"Class_A"
-93.614,37.3317,"September 1974",2004-12-05 06:00:00,"Class_A"
-93.8232,36.8133,"November 2004",2004-12-06 06:00:00,"Class_A"
-91.96238,38.62,"November 1959 or 60",2004-12-06 06:00:00,"Class_A"
-90.52987,38.69428,"October 1997",2005-10-15 06:00:00,"Class_A"
-93.894,37.117,"July 1997",1997-07-19 06:00:00,"Class_A"
-90.9525,36.66708,"April 1998",1998-04-25 06:00:00,"Class_A"
-93.65774,36.67065,"July 1975",1975-07-15 07:00:00,"Class_A"
-89.67815,36.00565,"August 1960",1960-08-15 07:00:00,"Class_A"
-90.39488,38.22635,"April 1999",1999-04-15 06:00:00,"Class_A"
-94.856,39.859,"July 2006",2007-07-17 06:00:00,"Class_A"
-89.6075,37.286,"1994",1994-11-11 06:00:00,"Class_A"
-93.684,37.664,"April 2006",2007-04-15 06:00:00,"Class_A"
-89.55949,37.236,"1969",1969-07-16 07:00:00,"Class_A"
-93.82087,37.87153,"November 2005",2005-11-18 06:00:00,"Class_A"
-90.53249,38.73802,"October 1976",1976-10-20 07:00:00,"Class_A"
-92.09264,36.97061,"July 1967",1967-07-30 07:00:00,"Class_A"
-90.79886,37.79465,"August 2005",2005-08-25 06:00:00,"Class_A"
-89.98725,36.06055,"1961 1962",1961-10-15 07:00:00,"Class_A"
-91.16042,38.2081,"October 2009",2009-10-15 06:00:00,"Class_A"
-92.36771,38.9099,"January 2008",2008-01-20 06:00:00,"Class_A"
-89.86899,36.87593,"January 1986",1986-01-14 06:00:00,"Class_A"
-94.52888,37.03575,"September 1993",2010-06-22 06:00:00,"Class_A"
-90.66216,38.21285,"October 1983",1983-10-25 07:00:00,"Class_A"
-94.60989,36.51627,"September 2010",2010-09-12 06:00:00,"Class_A"
-92.07335,38.56724,"June 1999",1999-06-30 06:00:00,"Class_A"
-92.3046,36.8109,"October 1980",1980-10-27 06:00:00,"Class_A"
-90.71574,31.1603,"1973",1973-01-01 06:00:00,"Class_A"
-89.59135,33.10925,"1950",1950-01-01 06:00:00,"Class_A"
-89.6111,30.2464,"1975",1975-07-01 07:00:00,"Class_A"
-88.74805,32.3372,"1977",1977-04-30 07:00:00,"Class_A"
-88.40335,33.50025,"1968",1978-08-06 07:00:00,"Class_A"
-89.845,34.31605,"October 1997",1997-10-16 06:00:00,"Class_A"
-88.7496,32.2714,"August 1975",1975-08-14 07:00:00,"Class_A"
-89.0338,30.97675,"1997",2005-01-13 06:00:00,"Class_A"
-90.8022,33.56555,"January 1998",2005-01-30 06:00:00,"Class_A"
-91.08505,31.39275,"November 1978-79",1979-11-28 06:00:00,"Class_A"
-88.864,32.1806,"June 2004",2004-06-15 06:00:00,"Class_A"
-88.19894,34.60905,"January 2006",2006-01-05 06:00:00,"Class_A"
-88.77015,32.036,"October 1987",1987-10-10 07:00:00,"Class_A"
-88.77015,32.036,"October 1987",1987-10-10 07:00:00,"Class_A"
-90.19371,32.40191,"October 1979",1979-10-10 07:00:00,"Class_A"
-111.125,45.22417,"June 1993",1993-06-03 06:00:00,"Class_A"
-113.1236,48.36139,"1982",1982-10-02 07:00:00,"Class_A"
-112.7031,47.04333,"1982",1982-06-30 06:00:00,"Class_A"
-111.8861,46.76472,"August 1977",1977-08-16 07:00:00,"Class_A"
-113.8381,46.97694,"1977",1977-07-14 07:00:00,"Class_A"
-110.3308,46.01833,"May 1989",1989-05-20 06:00:00,"Class_A"
-104.1922,47.70667,"1979",1979-12-31 06:00:00,"Class_A"
-110.8069,45.66722,"July 1999",2001-08-22 06:00:00,"Class_A"
-112.702,46.83285,"July 1994",1994-07-12 06:00:00,"Class_A"
-111.9094,47.12806,"July 1978",2004-01-18 06:00:00,"Class_A"
-115.3903,47.62167,"March 2004",2004-03-14 06:00:00,"Class_A"
-114.0717,47.06032,"July 2004",2004-07-20 06:00:00,"Class_A"
-113.1198,46.02962,"September 1991",1991-10-11 07:00:00,"Class_A"
-106.8331,45.0262,"October 2006",2007-01-15 06:00:00,"Class_A"
-114.0125,45.82285,"2005",2005-09-20 06:00:00,"Class_A"
-112.4554,45.9754,"August 2007",2007-08-15 06:00:00,"Class_A"
-77.2914,34.6894,"October 1965",1965-10-01 07:00:00,"Class_A"
-82.443,35.33975,"April 1983",1983-04-15 05:00:00,"Class_A"
-83.28265,35.2483,"1973",1973-10-01 07:00:00,"Class_A"
-76.29115,36.3715,"October 1982",1982-10-01 07:00:00,"Class_A"
-80.26915,35.2256,"November 1994",1994-11-30 06:00:00,"Class_A"
-80.7704,36.09945,"1971 or 72",1971-10-01 07:00:00,"Class_A"
-78.4048,35.5311,"July 2002",2002-07-14 06:00:00,"Class_A"
-78.63611,35.18637,"November 1976",1976-11-15 06:00:00,"Class_A"
-78.09365,36.21335,"November 1983",1983-11-15 06:00:00,"Class_A"
-80.6282,35.91965,"August 1977",1977-08-15 07:00:00,"Class_A"
-79.03025,36.31625,"November 1997",1997-11-15 06:00:00,"Class_A"
-80.0616,35.4449,"June 2004",2004-06-12 06:00:00,"Class_A"
-77.50434,34.53784,"July 1999",1999-07-16 06:00:00,"Class_A"
-81.5917,35.6267,"November 71' or 72'",1972-11-18 06:00:00,"Class_A"
-82.829,35.892,"July 2005-06",2005-07-05 06:00:00,"Class_A"
-76.946,35.998,"November 1989",1989-11-11 06:00:00,"Class_A"
-82.287,35.451,"March 1991",1991-03-15 06:00:00,"Class_A"
-82.321,35.618,"November 1991",1991-11-17 06:00:00,"Class_A"
-79.75644,35.30773,"June 1990",1990-06-30 06:00:00,"Class_A"
-80.375,35.75,"September 1967",2007-04-09 06:00:00,"Class_A"
-77.23759,34.40434,"February 2005",2005-02-10 06:00:00,"Class_A"
-77.90525,36.0089,"1979",1979-07-18 07:00:00,"Class_A"
-81.30889,36.31126,"August 1978",1978-08-24 07:00:00,"Class_A"
-81.92929,35.88561,"November 2010",2010-11-09 06:00:00,"Class_A"
-101.3166,48.25422,"April 1962",2000-04-21 06:00:00,"Class_A"
-102.701,47.72964,"February 2004",2004-02-22 06:00:00,"Class_A"
-101.8886,47.71188,"August 2005",2005-08-27 06:00:00,"Class_A"
-96.7432,40.1399,"1974",1974-09-30 07:00:00,"Class_A"
-97.97573,42.76609,"1979",1979-09-15 07:00:00,"Class_A"
-96.6824,40.84792,"1980",1980-06-30 06:00:00,"Class_A"
-95.88,41.134,"1975",2005-01-06 06:00:00,"Class_A"
-95.92,41.238,"August 2005",2005-08-13 06:00:00,"Class_A"
-98.22576,41.55099,"December 1979",2008-08-15 06:00:00,"Class_A"
-100.5501,42.87331,"1957",1957-09-18 07:00:00,"Class_A"
-103.398,42.5893,"July 1996",1996-07-05 06:00:00,"Class_A"
-74.4611,40.478,"October 1969",2005-12-11 06:00:00,"Class_A"
-74.6215,40.7446,"1977",2004-04-23 06:00:00,"Class_A"
-74.2918,40.8959,"October 1971",1971-10-16 07:00:00,"Class_A"
-74.321,41.08335,"2004",2005-12-10 06:00:00,"Class_A"
-74.68135,40.16465,"2003",2005-12-10 06:00:00,"Class_A"
-74.3249,40.9934,"April 2005",2005-12-10 06:00:00,"Class_A"
-74.43445,39.60835,"July 1998",1998-07-15 06:00:00,"Class_A"
-74.59959,41.14652,"November 1997",1997-11-15 06:00:00,"Class_A"
-74.85561,40.8192,"February 2007",2007-03-31 06:00:00,"Class_A"
-105.7395,33.27735,"June 2000",2001-08-06 06:00:00,"Class_A"
-108.87,36.126,"June 2002",2002-06-15 06:00:00,"Class_A"
-106.8803,35.98475,"May 1983",1983-05-07 06:00:00,"Class_A"
-105.7947,33.15405,"July 2004",2004-07-26 06:00:00,"Class_A"
-108.8676,35.63736,"September 2002",2002-09-17 06:00:00,"Class_A"
-104.4801,36.9934,"January 2005",2005-01-23 06:00:00,"Class_A"
-107.3956,36.72065,"January 2005",2005-01-10 06:00:00,"Class_A"
-107.6021,36.7474,"December 2004",2004-12-15 06:00:00,"Class_A"
-109.0612,36.39135,"October 2003",2003-10-19 06:00:00,"Class_A"
-108.7608,36.81315,"March 2002",2002-03-16 06:00:00,"Class_A"
-107.9978,35.58565,"November 2005",2005-11-03 06:00:00,"Class_A"
-108.892,36.08089,"May 2009",2009-05-12 06:00:00,"Class_A"
-105.9678,36.65339,"February 2011",2011-02-20 06:00:00,"Class_A"
-108.2034,35.37201,"March 2011",2011-03-07 06:00:00,"Class_A"
-119.6564,39.29056,"September 1980",1980-09-15 06:00:00,"Class_A"
-119.6665,39.679,"August 1972",1972-08-15 07:00:00,"Class_A"
-119.8458,39.00056,"September 1984",1984-09-15 06:00:00,"Class_A"
-118.325,37.8583,"October 2004",2004-10-15 06:00:00,"Class_A"
-77.4028,42.6153,"November 1979",2006-10-07 06:00:00,"Class_A"
-75.0116,42.36176,"March 2001-2004",2003-03-01 06:00:00,"Class_A"
-75.64853,42.1174,"October 2000/2001",2001-10-22 06:00:00,"Class_A"
-74.14589,44.26646,"August 1996",1996-08-15 06:00:00,"Class_A"
-78.23962,43.34806,"January 2003",2003-01-15 06:00:00,"Class_A"
-77.93121,42.09785,"February 1998",1998-02-01 06:00:00,"Class_A"
-73.7171,41.5036,"August 1980",1980-08-21 06:00:00,"Class_A"
-75.3811,42.32921,"May 2004",2004-05-31 06:00:00,"Class_A"
-78.54224,43.19501,"September 2002",2002-09-21 06:00:00,"Class_A"
-78.82683,42.15947,"October 2000",2004-10-15 06:00:00,"Class_A"
-77.60525,42.28045,"April 1979 or 80",1980-04-21 05:00:00,"Class_A"
-74.8865,42.56379,"August 1973",1973-08-01 07:00:00,"Class_A"
-78.3253,43.22649,"April 1997",1997-04-15 06:00:00,"Class_A"
-73.87915,41.94512,"June 2009",2010-02-15 06:00:00,"Class_A"
-76.89331,43.27314,"September 2003",2003-09-20 06:00:00,"Class_A"
-81.11642,40.98596,"1994-95",2000-08-01 06:00:00,"Class_A"
-81.27132,39.88653,"February 1977",1977-02-01 06:00:00,"Class_A"
-82.36887,39.58157,"July 1998",2000-07-11 06:00:00,"Class_A"
-84.18491,40.24354,"November 1982",1982-11-01 06:00:00,"Class_A"
-83.02854,40.15002,"August 1989",1989-08-15 06:00:00,"Class_A"
-80.88494,41.72134,"December 2000",2000-12-28 06:00:00,"Class_A"
-80.77387,40.36957,"November 1980 or 81",1981-11-01 06:00:00,"Class_A"
-82.69884,40.38609,"1977",1977-06-01 07:00:00,"Class_A"
-83.95184,39.92104,"September 1993",1993-09-15 06:00:00,"Class_A"
-83.94906,39.85461,"October 1998",1998-10-15 06:00:00,"Class_A"
-83.96562,39.86096,"October 2000",2000-10-15 06:00:00,"Class_A"
-83.96123,39.89216,"November 2000",2000-11-24 06:00:00,"Class_A"
-81.25768,40.77789,"February 2001",2001-02-24 06:00:00,"Class_A"
-82.29162,39.78594,"June 1978",1978-06-01 07:00:00,"Class_A"
-80.58332,40.70386,"1982 or 83",1982-06-15 06:00:00,"Class_A"
-81.35575,40.74065,"February 1995",1995-02-15 06:00:00,"Class_A"
-84.38103,41.2625,"May 1998",1998-05-24 06:00:00,"Class_A"
-81.51749,40.27488,"1997-2001",1997-05-01 06:00:00,"Class_A"
-81.73172,39.40877,"1978",1978-07-04 07:00:00,"Class_A"
-81.33974,41.39803,"March 2001",2001-10-26 06:00:00,"Class_A"
-82.80257,40.4764,"January 1978",1978-01-01 06:00:00,"Class_A"
-81.3726,41.47349,"August 1980",1980-08-15 06:00:00,"Class_A"
-83.39134,38.73687,"December 1997 -98",2002-05-26 06:00:00,"Class_A"
-84.06565,40.73412,"March 1987",1987-03-15 06:00:00,"Class_A"
-82.32803,40.82327,"September 1991",1991-09-15 06:00:00,"Class_A"
-82.23988,40.59935,"July 1997",1997-07-03 06:00:00,"Class_A"
-81.30896,41.30265,"1962?",1962-06-06 07:00:00,"Class_A"
-82.54968,38.79833,"May 1998",1998-05-25 06:00:00,"Class_A"
-82.55177,38.79381,"September 1998",1998-09-03 06:00:00,"Class_A"
-82.52238,39.39935,"October 1980",1980-10-31 06:00:00,"Class_A"
-81.54855,39.46019,"July 1984",1984-07-04 06:00:00,"Class_A"
-83.28128,38.83859,"April 1999",1999-04-26 06:00:00,"Class_A"
-80.93665,41.81835,"July 1991",1991-07-01 06:00:00,"Class_A"
-82.24257,39.45789,"September 1994",1994-09-01 06:00:00,"Class_A"
-80.55217,40.76533,"June 1980/82",1980-06-01 06:00:00,"Class_A"
-80.57164,40.6807,"June 1971",1971-06-30 07:00:00,"Class_A"
-81.85331,39.28537,"May 2002",2002-05-16 06:00:00,"Class_A"
-81.51075,40.67979,"July 1978 to 1980",1978-07-01 07:00:00,"Class_A"
-84.09158,39.74961,"June 2002",2002-06-01 06:00:00,"Class_A"
-84.54476,41.34728,"1977",1977-01-01 06:00:00,"Class_A"
-83.00142,39.89203,"June 1997",1997-06-01 06:00:00,"Class_A"
-81.63656,40.17699,"October 1998",1998-10-15 06:00:00,"Class_A"
-84.79429,39.37509,"July 2002",2002-07-14 06:00:00,"Class_A"
-84.80138,39.37215,"June 2001",2001-06-06 06:00:00,"Class_A"
-81.1438,41.7164,"July 1981",1981-07-01 06:00:00,"Class_A"
-83.6118,40.6445,"July 2002",2002-07-18 06:00:00,"Class_A"
-81.1351,41.5325,"August 2002.1980?",2002-08-04 06:00:00,"Class_A"
-80.58163,41.81902,"November 1976",1976-11-01 06:00:00,"Class_A"
-80.6937,40.39103,"1997",1997-09-30 06:00:00,"Class_A"
-80.78826,40.2831,"1988",1988-12-31 06:00:00,"Class_A"
-82.67252,40.00915,"1968",1968-08-01 07:00:00,"Class_A"
-80.9835,41.1174,"1972",1972-08-01 07:00:00,"Class_A"
-83.26393,39.17257,"December 1999",1999-12-22 06:00:00,"Class_A"
-84.62567,39.70042,"May 1977",1977-05-18 07:00:00,"Class_A"
-82.48699,40.61236,"September 1998",1998-09-01 06:00:00,"Class_A"
-83.12873,38.83628,"October 1990",1990-10-01 07:00:00,"Class_A"
-81.0758,40.74451,"August 1978",1978-08-21 07:00:00,"Class_A"
-80.76735,41.36755,"February 2000",2000-02-01 06:00:00,"Class_A"
-81.67339,39.38745,"1971",1971-08-01 07:00:00,"Class_A"
-81.19895,40.75872,"1992",1992-01-15 06:00:00,"Class_A"
-82.93085,38.79215,"June 1985",2004-06-25 06:00:00,"Class_A"
-81.62379,41.23638,"September 1998",1998-10-01 06:00:00,"Class_A"
-83.5556,40.04792,"May 1983",1983-05-01 06:00:00,"Class_A"
-82.26236,40.60787,"August 1943",2004-08-29 06:00:00,"Class_A"
-83.0363,39.10611,"May 2000",2000-05-01 06:00:00,"Class_A"
-81.15694,41.30407,"September 2002",2002-09-01 06:00:00,"Class_A"
-82.97854,38.74899,"October 1986",1986-10-01 07:00:00,"Class_A"
-82.1013,39.64193,"May 2003",2003-05-11 06:00:00,"Class_A"
-82.0101,41.03,"May 2003",2003-05-01 06:00:00,"Class_A"
-80.57593,40.68935,"July 2001",2001-07-16 06:00:00,"Class_A"
-81.98721,39.90416,"July 2003",2003-07-26 06:00:00,"Class_A"
-84.45905,39.49695,"1995 to 2003",1986-06-01 06:00:00,"Class_A"
-80.64831,40.77972,"November 2001",2001-11-01 06:00:00,"Class_A"
-82.29486,40.85035,"July 1963",1963-07-01 07:00:00,"Class_A"
-81.65929,39.3731,"1990",1990-07-01 06:00:00,"Class_A"
-83.11422,39.49265,"July 1980",1980-07-01 06:00:00,"Class_A"
-81.39101,39.54739,"November 1978 thru 1982",1978-11-01 06:00:00,"Class_A"
-81.17155,41.13356,"October 2003",2003-10-10 06:00:00,"Class_A"
-82.44401,40.92276,"November 1958",1958-11-01 06:00:00,"Class_A"
-81.4311,41.10765,"September 1978",1978-09-01 07:00:00,"Class_A"
-84.21719,40.80725,"November 2003",2003-11-22 06:00:00,"Class_A"
-84.14493,39.89172,"September 2003",2003-09-03 06:00:00,"Class_A"
-82.2244,39.4484,"July 1980",1980-07-01 06:00:00,"Class_A"
-83.13585,39.20212,"December 2002",2002-12-01 06:00:00,"Class_A"
-82.70263,39.74107,"June 2000",2000-06-29 06:00:00,"Class_A"
-82.66616,38.54852,"August 1980",1980-08-25 06:00:00,"Class_A"
-81.96419,41.06648,"September 2001",2001-09-25 06:00:00,"Class_A"
-82.47604,39.17029,"May 2000",2000-05-25 06:00:00,"Class_A"
-82.41166,39.14299,"1986 or 1987?",1987-10-01 07:00:00,"Class_A"
-81.69818,40.08946,"October 1996",1996-10-25 06:00:00,"Class_A"
-82.28814,40.05998,"January 1984",1984-01-15 06:00:00,"Class_A"
-82.32669,39.48219,"May 1979",1979-05-01 07:00:00,"Class_A"
-81.15622,40.7343,"August 1970's-1980's",1978-08-01 07:00:00,"Class_A"
-83.9374,40.6559,"March 2004",2004-03-25 06:00:00,"Class_A"
-81.26217,40.54605,"August 1976",1976-08-01 07:00:00,"Class_A"
-81.77677,41.02572,"September 1976",1976-09-01 07:00:00,"Class_A"
-81.79669,41.06019,"October 2000",2000-10-01 06:00:00,"Class_A"
-80.6616,40.42591,"May 2002-2004",2004-05-01 06:00:00,"Class_A"
-81.20629,41.44442,"February 1978",1978-02-05 06:00:00,"Class_A"
-82.82576,40.46339,"June 1978",1978-06-20 07:00:00,"Class_A"
-80.89096,41.42579,"August 2004",2004-08-07 06:00:00,"Class_A"
-81.5117,40.1218,"August 2004",2004-08-18 06:00:00,"Class_A"
-81.61014,39.92781,"August 2004",2004-08-17 06:00:00,"Class_A"
-82.82214,40.5896,"August 2002",2002-08-15 06:00:00,"Class_A"
-83.51394,39.96627,"February 2003",2003-02-18 06:00:00,"Class_A"
-81.81317,41.12012,"September 1992",1992-09-20 06:00:00,"Class_A"
-81.22075,41.57231,"February 2005",2005-02-24 06:00:00,"Class_A"
-83.0556,40.26494,"July 1976",1976-07-15 07:00:00,"Class_A"
-82.87663,40.50945,"January 2005",2005-01-13 06:00:00,"Class_A"
-82.71107,38.60551,"February 1991",1991-02-24 06:00:00,"Class_A"
-81.18352,40.71737,"May 2005",2005-05-30 06:00:00,"Class_A"
-83.0337,40.08159,"1986-87",1987-05-15 06:00:00,"Class_A"
-81.5745,41.29621,"July 1995",1995-01-04 06:00:00,"Class_A"
-80.51186,41.05304,"July 1998",1998-07-01 06:00:00,"Class_A"
-81.56232,40.10801,"May 2003",2003-05-15 06:00:00,"Class_A"
-81.56255,41.2584,"September 2005",2005-09-14 06:00:00,"Class_A"
-83.80582,38.81772,"July 1986",1986-07-27 06:00:00,"Class_A"
-84.36874,39.63662,"February 2005",2005-02-15 06:00:00,"Class_A"
-80.77592,41.09087,"October 2001",2001-09-30 06:00:00,"Class_A"
-81.32809,40.36831,"September 1988",1988-09-15 06:00:00,"Class_A"
-80.97507,40.95818,"August 2009",2009-08-12 06:00:00,"Class_A"
-82.14285,38.9264,"February 2011",2011-02-22 06:00:00,"Class_A"
-81.39331,40.47672,"June 2008",2008-06-20 06:00:00,"Class_A"
-80.95952,41.81287,"July 2011",2011-07-15 06:00:00,"Class_A"
-96.30222,34.29861,"June 1992",1992-06-17 06:00:00,"Class_A"
-95.70208,35.70166,"September 1997",1997-09-28 06:00:00,"Class_A"
-96.75361,33.89444,"July 1997",1997-07-15 06:00:00,"Class_A"
-97.479,35.74111,"July 1997",1997-07-07 06:00:00,"Class_A"
-95.01167,34.39639,"January 2000",2000-01-28 06:00:00,"Class_A"
-94.65639,34.44333,"July 2000",2000-07-01 06:00:00,"Class_A"
-98.31556,34.9575,"March 1992",1992-03-01 06:00:00,"Class_A"
-94.84861,34.61361,"January 2000",2000-01-28 06:00:00,"Class_A"
-94.70667,34.78833,"March 2000",2004-12-14 06:00:00,"Class_A"
-96.972,34.495,"October 1996",1996-10-31 06:00:00,"Class_A"
-94.83,35.92806,"August 1990",2001-03-26 05:00:00,"Class_A"
-97.1225,36.02306,"1997",1997-12-30 06:00:00,"Class_A"
-98.575,35.50556,"October 1999",1999-10-03 06:00:00,"Class_A"
-96.66528,34.86111,"October 1992",2002-02-06 06:00:00,"Class_A"
-98.34056,35.10278,"June 2001",2002-04-29 06:00:00,"Class_A"
-97.45694,35.64389,"January 1982",1982-01-15 06:00:00,"Class_A"
-97.03333,35.97389,"November 1996-1997",1997-11-15 06:00:00,"Class_A"
-94.55944,34.59583,"October 2001",2002-06-27 06:00:00,"Class_A"
-95.80417,36.91528,"December 2002",2003-10-20 06:00:00,"Class_A"
-96.968,35.86972,"August 2002",2003-01-31 06:00:00,"Class_A"
-95.97,35.27056,"1976-1980",2003-02-11 06:00:00,"Class_A"
-98.13028,35.33389,"June 2003",2003-06-13 06:00:00,"Class_A"
-95.62278,34.11306,"1995",2004-12-21 06:00:00,"Class_A"
-96.60222,35.26808,"November 1974",1974-11-04 06:00:00,"Class_A"
-95.74556,36.18889,"November 2002",2003-10-09 06:00:00,"Class_A"
-97.33528,35.27639,"January 2003",2003-11-29 06:00:00,"Class_A"
-97.21555,35.42014,"July 1999",2004-03-26 06:00:00,"Class_A"
-94.7325,34.689,"April 2004",2004-04-30 06:00:00,"Class_A"
-95.60667,35.7575,"April 2000",2004-05-03 06:00:00,"Class_A"
-95.26167,34.92333,"1981",2004-05-14 06:00:00,"Class_A"
-97.5625,35.24194,"September 2004",2004-09-24 06:00:00,"Class_A"
-99.1702,35.3011,"September 1973",1973-09-28 07:00:00,"Class_A"
-97.07361,33.82444,"August 2004",2004-12-22 06:00:00,"Class_A"
-98.62833,34.62944,"January 2005",2005-01-10 06:00:00,"Class_A"
-95.65417,34.81417,"July 1972",2005-02-10 06:00:00,"Class_A"
-97.00389,35.68583,"July 2005",2005-07-07 06:00:00,"Class_A"
-95.97023,35.36895,"August 1986",1986-08-25 06:00:00,"Class_A"
-96.21,34.25,"October 2004",2004-10-12 06:00:00,"Class_A"
-94.68028,34.36778,"November 1996",2009-03-25 07:00:00,"Class_A"
-95.94727,35.2933,"June 2009",2009-06-19 06:00:00,"Class_A"
-96.12164,36.62116,"August 2009",2009-08-07 06:00:00,"Class_A"
-96.36707,36.03501,"September 2009",2009-09-08 06:00:00,"Class_A"
-96.63857,34.21174,"October 2009",2009-10-04 06:00:00,"Class_A"
-98.61497,34.76134,"September 2005",2010-01-25 06:00:00,"Class_A"
-94.78227,36.4168,"September 1979",1979-09-06 07:00:00,"Class_A"
-121.9123,45.65125,"July 1995",1995-07-10 06:00:00,"Class_A"
-123.3471,45.63606,"1984/85?",1984-07-31 06:00:00,"Class_A"
-122.8889,45.63893,"1994",1994-10-15 07:00:00,"Class_A"
-123.7027,45.06215,"September 2000",2000-10-30 06:00:00,"Class_A"
-123.3604,44.55505,"October 1980",1980-10-04 07:00:00,"Class_A"
-122.3876,45.4237,"June 1971",1971-06-25 07:00:00,"Class_A"
-121.9524,44.27795,"July 2000",2000-07-15 06:00:00,"Class_A"
-123.5469,45.5891,"August 1998",1998-08-02 06:00:00,"Class_A"
-118.2742,45.3233,"July 1991",1991-07-25 06:00:00,"Class_A"
-123.3768,45.59669,"November 1997",1997-11-10 06:00:00,"Class_A"
-122.533,45.12545,"July 1995",1995-07-15 06:00:00,"Class_A"
-117.991,45.84175,"September 1994",2001-03-05 06:00:00,"Class_A"
-124.2,40.1,"February 1980",1980-02-15 06:00:00,"Class_A"
-118.0811,45.99215,"May 1992",2001-03-20 06:00:00,"Class_A"
-118.9491,44.39104,"August 1976",1976-08-25 07:00:00,"Class_A"
-118.42,45.5,"June 1976",1976-06-15 07:00:00,"Class_A"
-124.53,42.82,"August 1986",1986-08-14 06:00:00,"Class_A"
-122.9903,45.48204,"October 2000",2000-10-15 06:00:00,"Class_A"
-123.866,45.75449,"September 1997",1997-09-13 06:00:00,"Class_A"
-122.6397,44.8633,"est mid-70",1976-07-15 07:00:00,"Class_A"
-124.3,42.07,"March 2001",2001-03-17 06:00:00,"Class_A"
-124.3,42.08,"June 2001",2001-06-04 06:00:00,"Class_A"
-121.5835,45.3725,"October 1970",1970-10-14 07:00:00,"Class_A"
-123.175,43.225,"September 1980-1",1980-09-05 06:00:00,"Class_A"
-123.875,43.54165,"November 1995",1995-11-14 06:00:00,"Class_A"
-121.9139,45.33175,"November 2001",2001-11-29 06:00:00,"Class_A"
-122.1884,45.55364,"January 2002",2002-01-09 06:00:00,"Class_A"
-123.3833,42.375,"July 1975",1975-07-01 07:00:00,"Class_A"
-122.4163,45.3894,"August 1978",1978-08-29 07:00:00,"Class_A"
-123.449,42.39031,"June 2002",2002-06-08 06:00:00,"Class_A"
-122.0505,44.23861,"March 1977",1977-03-19 06:00:00,"Class_A"
-123.4166,44.58335,"August 2002",2002-08-24 06:00:00,"Class_A"
-121.8735,45.63923,"September 2002",2002-09-24 06:00:00,"Class_A"
-118.875,45.46571,"December 2002",2002-12-17 06:00:00,"Class_A"
-123.975,44.19167,"August 1984",1984-08-17 06:00:00,"Class_A"
-121.726,44.42565,"October 2002",2002-10-24 06:00:00,"Class_A"
-118.1253,45.9957,"June 1976",1976-06-30 07:00:00,"Class_A"
-121.4755,44.2157,"April 1994",1994-04-15 06:00:00,"Class_A"
-121.8955,43.5705,"August 1980",1980-08-15 06:00:00,"Class_A"
-122.1,43.6165,"November 2003",2003-11-08 06:00:00,"Class_A"
-123.694,45.0608,"December 2003",2003-12-08 06:00:00,"Class_A"
-118.415,44.825,"November 1973",1973-11-15 06:00:00,"Class_A"
-122.4888,45.0837,"August 1984",1984-08-15 06:00:00,"Class_A"
-122.3352,45.5145,"October 1979-80",1979-10-15 07:00:00,"Class_A"
-118.9665,44.08,"July 1968?",1968-07-05 07:00:00,"Class_A"
-122.1629,42.8673,"July 1980s",1983-07-01 06:00:00,"Class_A"
-123.1611,43.3029,"October 2002",2002-10-15 06:00:00,"Class_A"
-123.6416,42.24165,"July 2002",2002-07-20 06:00:00,"Class_A"
-124.0598,43.2547,"1949",1949-08-15 06:00:00,"Class_A"
-122.475,42.6,"July 2004",2004-07-03 06:00:00,"Class_A"
-121.6796,45.274,"September 2001",2001-09-08 06:00:00,"Class_A"
-122.1814,43.3622,"August 2004",2004-08-28 06:00:00,"Class_A"
-122.0802,43.08929,"September 2004",2004-09-19 06:00:00,"Class_A"
-123.311,43.5251,"October 1991",1991-10-15 07:00:00,"Class_A"
-118.3692,44.9723,"September 2004",2004-09-15 06:00:00,"Class_A"
-121.1537,44.8464,"71, 83, 94",1983-06-15 06:00:00,"Class_A"
-117.2022,45.0018,"May 1996",1996-05-20 06:00:00,"Class_A"
-118.6016,45.5789,"December 1985",1985-12-15 06:00:00,"Class_A"
-123.9513,46.19945,"September 1993",1993-09-15 06:00:00,"Class_A"
-124.1214,43.9311,"December 1978",1978-12-18 06:00:00,"Class_A"
-123.5381,42.1533,"September 1976-77",1976-09-01 07:00:00,"Class_A"
