"Lon","Lat","NAMES","DATE","TYPE"
-123.8343,47.50319,"July 2008",2008-07-14 06:00:00,"Class_A"
-122.1979,47.75034,"October 1974",1974-10-16 07:00:00,"Class_A"
-121.7666,47.43534,"August 2000",2000-08-14 06:00:00,"Class_A"
-123.8165,46.4205,"April 2008",2008-04-12 06:00:00,"Class_A"
-121.6548,47.48176,"December 1990",1990-12-03 06:00:00,"Class_A"
-121.25,46.85,"August 2007",2007-08-18 06:00:00,"Class_A"
-123.7727,46.94102,"January 1995",1995-01-15 06:00:00,"Class_A"
-121.9418,47.13485,"July 2002",2002-07-15 06:00:00,"Class_A"
-121.1859,47.70178,"August 2009",2009-08-04 06:00:00,"Class_A"
-122.3431,46.2965,"November 2006",2006-11-18 06:00:00,"Class_A"
-121.7427,47.57576,"October 1991",1991-10-15 07:00:00,"Class_A"
-122.2719,46.84748,"May 2010",2010-05-22 06:00:00,"Class_A"
-122.3898,45.90052,"August 1995",1995-08-15 06:00:00,"Class_A"
-122.215,48.308,"June 2009",2009-06-15 06:00:00,"Class_A"
-121.6962,48.32675,"October 2010",2010-10-22 06:00:00,"Class_A"
-122.2214,47.17295,"September 1976",1976-09-15 07:00:00,"Class_A"
-121.5298,47.12045,"June 2008",2008-06-07 06:00:00,"Class_A"
-122.4331,46.88234,"July 1990",1990-07-30 06:00:00,"Class_A"
-122.7746,46.63477,"1978",1978-08-05 07:00:00,"Class_A"
-88.51969,44.8491,"August 1981",1981-08-15 06:00:00,"Class_A"
-91.71295,45.5,"November 1997",1997-11-07 06:00:00,"Class_A"
-90.0411,44.6543,"March 2000",2000-03-28 05:00:00,"Class_A"
-89.6965,45.89832,"1984",1984-07-27 06:00:00,"Class_A"
-88.16359,45.33418,"November 1992",1992-11-19 06:00:00,"Class_A"
-90.51659,45.78177,"November 1997",1997-11-29 06:00:00,"Class_A"
-89.67523,45.22849,"1979",1979-08-12 07:00:00,"Class_A"
-88.7829,45.56326,"July 1983",1983-07-15 06:00:00,"Class_A"
-90.51145,45.7743,"November 2002",2002-11-24 06:00:00,"Class_A"
-89.16425,45.5051,"May 1979",1979-05-25 07:00:00,"Class_A"
-90.444,45.775,"September 2003",2004-07-14 06:00:00,"Class_A"
-92.4573,45.1097,"April 1995",2004-06-16 06:00:00,"Class_A"
-90.7221,44.3801,"January 2005",2005-02-05 06:00:00,"Class_A"
-89.9905,45.0902,"June 2001",2006-06-25 06:00:00,"Class_A"
-91.3171,44.4049,"August 1997",2006-12-06 06:00:00,"Class_A"
-91.49319,46.10445,"July 1981",2008-04-28 06:00:00,"Class_A"
-90.42001,45.73271,"July 2008",2008-07-12 06:00:00,"Class_A"
-87.73608,45.02046,"August 1979",1979-08-01 07:00:00,"Class_A"
-92.03925,44.75668,"July 2006",2006-07-27 06:00:00,"Class_A"
-80.37878,39.52122,"1978-79",1978-12-01 06:00:00,"Class_A"
-80.11329,39.54114,"April 1999",1999-04-20 06:00:00,"Class_A"
-79.3434,38.87813,"January 1998",1998-01-28 06:00:00,"Class_A"
-79.42547,38.95242,"September 1997",1997-09-23 06:00:00,"Class_A"
-82.59822,38.12764,"1979 -'84",1983-09-01 06:00:00,"Class_A"
-80.60419,38.32548,"July 1987",1987-07-15 06:00:00,"Class_A"
-81.16211,39.21833,"November 2001",2001-11-12 06:00:00,"Class_A"
-79.43762,39.0417,"July 1987",1987-07-04 06:00:00,"Class_A"
-80.68192,40.1333,"December 2004",2004-12-12 06:00:00,"Class_A"
-81.85806,39.01972,"March 2005",2005-03-13 06:00:00,"Class_A"
-80.7582,37.6541,"September 2001",2001-09-05 06:00:00,"Class_A"
-80.03149,38.6685,"November 1989",1989-11-24 06:00:00,"Class_A"
-81.29745,37.58135,"December 2005",2005-12-03 06:00:00,"Class_A"
-77.9407,39.5392,"March 1970's",2006-07-04 06:00:00,"Class_A"
-79.5375,39.6995,"October 2004",2005-10-05 06:00:00,"Class_A"
-81.70641,38.2128,"July 2006",2006-07-29 06:00:00,"Class_A"
-82.59348,38.35727,"August 2006",2006-08-10 06:00:00,"Class_A"
-78.49429,39.5226,"October 2006",2006-10-08 06:00:00,"Class_A"
-79.95418,39.03496,"March 2006",2006-03-18 06:00:00,"Class_A"
-81.1271,37.32091,"July 2006",2006-07-15 06:00:00,"Class_A"
-80.01335,37.5313,"October 1994",1994-10-15 07:00:00,"Class_A"
-79.3762,38.835,"January 2007",2007-01-13 06:00:00,"Class_A"
-80.51374,38.33109,"June 2007",2007-06-30 06:00:00,"Class_A"
-79.3686,38.835,"July 2007",2007-07-02 06:00:00,"Class_A"
-79.47325,38.8926,"July 2007",2007-07-08 06:00:00,"Class_A"
-79.4016,38.8409,"June 2007",2007-06-18 06:00:00,"Class_A"
-80.64685,37.50965,"August 2007",2007-08-12 06:00:00,"Class_A"
-78.94501,39.335,"November 2003",2003-11-27 06:00:00,"Class_A"
-81.5722,38.2383,"est.1990",1990-08-01 06:00:00,"Class_A"
-81.095,37.7,"September 2007",2007-09-28 06:00:00,"Class_A"
-79.01405,39.26188,"November 2004",2004-11-25 06:00:00,"Class_A"
-80.9075,37.7929,"March 2008",2008-03-29 07:00:00,"Class_A"
-80.3616,37.9937,"2008",2007-07-27 06:00:00,"Class_A"
-80.17,37.445,"August 1979",1979-08-10 07:00:00,"Class_A"
-81.68124,37.2875,"August 1969",1969-08-01 07:00:00,"Class_A"
-79.4593,39.10023,"December 2008",2008-12-28 06:00:00,"Class_A"
-82.28279,38.16391,"February 2009",2009-02-14 06:00:00,"Class_A"
-80.71875,37.9208,"May 2009",2009-05-15 06:00:00,"Class_A"
-80.23375,39.1611,"1974",1974-05-04 07:00:00,"Class_A"
-80.27,38.98,"September 2009",2009-09-11 06:00:00,"Class_A"
-80.1177,38.1882,"November 1969",1969-11-24 06:00:00,"Class_A"
-110.0042,44.50132,"July 1997",1997-07-24 06:00:00,"Class_A"
-109.7935,44.45584,"November 1997",1997-11-02 06:00:00,"Class_A"
-109.6824,44.49817,"May 1978",1978-05-15 07:00:00,"Class_A"
-109.5113,44.48134,"July 2000",2000-07-14 06:00:00,"Class_A"
-110.4165,46.79165,"July 2002",2002-07-19 06:00:00,"Class_A"
-110.4165,46.79165,"July 2002",2002-07-19 06:00:00,"Class_A"
-110.5,44.58333,"1970s-1980s",1972-06-06 07:00:00,"Class_A"
-111.05,41.25,"January 1984",1984-01-15 06:00:00,"Class_A"
-110.5,41.2,"November 2005",2005-11-15 06:00:00,"Class_A"
-108.9245,42.9919,"May 2007",2007-05-31 06:00:00,"Class_A"
-156.75,69.5,"March 1988",1988-03-15 06:00:00,"Class_B"
-149.7667,61.09085,"December 2003",2003-12-12 06:00:00,"Class_B"
-132.7333,55.4555,"May 2001",2001-05-13 06:00:00,"Class_B"
-155.981,57.7566,"July 2004",2004-07-20 06:00:00,"Class_B"
-142.7691,63.98869,"August 2008",2008-08-20 06:00:00,"Class_B"
-85.57415,33.7065,"September 1994",1994-09-15 06:00:00,"Class_B"
-85.8175,33.48665,"July 2000",2000-07-15 06:00:00,"Class_B"
-86.5653,32.4456,"1985",1985-08-15 06:00:00,"Class_B"
-86.255,31.29,"March 2004",2007-09-12 06:00:00,"Class_B"
-86.00004,33.00014,"2003",2006-06-03 06:00:00,"Class_B"
-86.2952,33.6332,"February 2005",2005-02-05 06:00:00,"Class_B"
-85.925,31.85,"April 1994",2007-08-26 06:00:00,"Class_B"
-86.97057,34.73139,"July 2006",2006-09-22 06:00:00,"Class_B"
-87.29,31.99,"1998 or 19",2007-08-06 06:00:00,"Class_B"
-88.34223,30.47612,"1997",2007-02-04 06:00:00,"Class_B"
-85.2222,32.6825,"May 2002",2002-05-30 06:00:00,"Class_B"
-85.21545,32.67715,"January 2007",2007-01-30 06:00:00,"Class_B"
-86.86,33.1,"August 1987",2007-09-12 06:00:00,"Class_B"
-85.7075,31.35,"April 1992",2008-01-19 06:00:00,"Class_B"
-85.87055,33.46345,"January 2008",2008-01-19 06:00:00,"Class_B"
-87.5047,31.20325,"October 2001",2008-08-31 06:00:00,"Class_B"
-86.59747,34.55946,"November 2008",2008-11-28 06:00:00,"Class_B"
-87.95277,34.8986,"April 1988",2008-04-15 06:00:00,"Class_B"
-92.25139,36.37139,"June 1997",2001-08-11 06:00:00,"Class_B"
-90.18444,35.14639,"October 1983",1983-10-15 07:00:00,"Class_B"
-93.8417,33.31194,"February 2001",2001-04-01 06:00:00,"Class_B"
-94.07806,36.25639,"November 2000",2000-11-27 06:00:00,"Class_B"
-93.76,36.34389,"June 2001",2001-06-15 06:00:00,"Class_B"
-92.70348,34.52473,"March 1975?",1975-04-04 07:00:00,"Class_B"
-92.58,34.47,"mid 1970's",1975-09-20 07:00:00,"Class_B"
-92.943,35.8019,"October 2002",2002-10-30 06:00:00,"Class_B"
-93.23111,34.39,"February 1992",2003-10-31 06:00:00,"Class_B"
-92.55472,36.36,"June 1980",1980-06-15 06:00:00,"Class_B"
-92.44583,35.77,"June 2004",2004-06-12 06:00:00,"Class_B"
-93.94389,36.13361,"November 1999",1999-11-15 06:00:00,"Class_B"
-94.0679,35.1759,"September 1986",1986-09-27 06:00:00,"Class_B"
-91.97,35.07,"May 2005",2005-05-01 06:00:00,"Class_B"
-93.17056,34.31611,"October 2005",2005-10-16 06:00:00,"Class_B"
-91.51528,35.69958,"December 2005",2005-12-15 06:00:00,"Class_B"
-90.95902,34.97181,"August 2001",2001-08-18 06:00:00,"Class_B"
-93.45042,35.06144,"December 2007",2007-12-01 06:00:00,"Class_B"
-93.42848,35.15193,"July 07-26-08",2008-07-26 06:00:00,"Class_B"
-94.09966,33.94073,"February 2011",2011-02-06 06:00:00,"Class_B"
-92.22704,34.56384,"April 2010",2010-04-10 06:00:00,"Class_B"
-110.9986,34.4274,"October 2004",2004-10-08 06:00:00,"Class_B"
-111.5228,34.96295,"June 2000",2000-06-24 06:00:00,"Class_B"
-110.175,32.65,"June 1997",1997-06-10 06:00:00,"Class_B"
-111.6259,35.1394,"May 2005",2005-05-30 06:00:00,"Class_B"
-109.355,33.9,"July about 1986",1986-07-06 06:00:00,"Class_B"
-109.155,35.97,"September 2003",2003-09-28 06:00:00,"Class_B"
-111.8907,34.7706,"July 2005",2005-07-06 06:00:00,"Class_B"
-110.9583,34.33335,"September 2005",2005-09-16 06:00:00,"Class_B"
-109.14,36.28,"August 1989",1998-08-19 06:00:00,"Class_B"
-112.05,34.7,"January 2006",2006-01-15 06:00:00,"Class_B"
-112,36.4,"October 1991",1991-10-26 07:00:00,"Class_B"
-111.08,34.475,"April 2006",2006-04-23 06:00:00,"Class_B"
-111.7,35.09,"July 2006",2006-07-03 06:00:00,"Class_B"
-112.19,36.74,"March 1999",1999-03-15 06:00:00,"Class_B"
-111.375,34.425,"August 2006",2006-08-06 06:00:00,"Class_B"
-110.98,34.35,"2005",2005-09-15 06:00:00,"Class_B"
-110.9725,34.34,"November 2006",2006-11-03 06:00:00,"Class_B"
-111.675,35.3,"August 2006",2006-08-15 06:00:00,"Class_B"
-110.0632,34.27139,"June 2007",2007-06-11 06:00:00,"Class_B"
-111.4925,34.375,"August 2007",2007-08-18 06:00:00,"Class_B"
-111.4,34.575,"August 2007",2007-08-05 06:00:00,"Class_B"
-111.7101,35.33069,"August 2007",2007-08-20 06:00:00,"Class_B"
-110.177,31.63,"1972",1972-01-01 06:00:00,"Class_B"
-110.925,33.825,"October 1981-?",1981-10-15 07:00:00,"Class_B"
-112.0934,36.3431,"September 2008",2008-09-24 06:00:00,"Class_B"
-112.53,34.45,"September 2008",2008-09-24 06:00:00,"Class_B"
-109.9643,32.7071,"September 2008",2008-09-13 06:00:00,"Class_B"
-110.4829,34.0425,"February 2009",2009-02-20 06:00:00,"Class_B"
-109.11,36.225,"July 2009",2009-07-04 06:00:00,"Class_B"
-120.3292,41.72278,"October 1992",1992-10-01 07:00:00,"Class_B"
-123.9,41.16,"August 2000",2006-05-31 06:00:00,"Class_B"
-119.7111,38.14167,"June 1981",1981-06-15 06:00:00,"Class_B"
-120.8275,39.01917,"June 2000",2000-06-17 06:00:00,"Class_B"
-120.7053,38.30056,"1968",1968-09-01 07:00:00,"Class_B"
-119.9997,37.89917,"1985",1985-06-01 06:00:00,"Class_B"
-118.4244,35.75472,"August 1994",1994-08-01 06:00:00,"Class_B"
-119.2386,37.23667,"October 1999",1999-10-20 06:00:00,"Class_B"
-123.793,41.8607,"June 1998",1998-06-16 06:00:00,"Class_B"
-119.984,38.23243,"December 1963",1963-12-01 06:00:00,"Class_B"
-119.7275,38.29116,"August 1971",1971-08-06 07:00:00,"Class_B"
-119.9811,38.19753,"October 1977",1977-10-01 07:00:00,"Class_B"
-119.7489,38.31722,"August 1999",1999-08-27 06:00:00,"Class_B"
-121.0158,39.94278,"1997-98",1997-07-01 06:00:00,"Class_B"
-120.5414,41.48722,"March 2001",2001-03-30 05:00:00,"Class_B"
-120.0522,38.1625,"January 1963",1963-01-27 06:00:00,"Class_B"
-120.0522,38.1625,"January 1963",1963-01-28 06:00:00,"Class_B"
-120.0083,38.19833,"November 1993",1993-11-01 06:00:00,"Class_B"
-120.8169,39.02028,"September 1998",1998-09-07 06:00:00,"Class_B"
-120.0508,38.05141,"September 1988",1988-09-27 07:00:00,"Class_B"
-121.8881,40.4925,"August 1991",1991-08-01 06:00:00,"Class_B"
-119.9811,38.19753,"1977",1977-12-30 06:00:00,"Class_B"
-124.0644,41.30056,"September 1969",1969-09-01 07:00:00,"Class_B"
-118.9592,37.65028,"May 2001",2001-05-01 06:00:00,"Class_B"
-120.2867,38.27194,"August 2001",2001-08-18 06:00:00,"Class_B"
-120.1039,38.07584,"April 2001",2001-04-22 06:00:00,"Class_B"
-120.2667,38.05,"March 2001",2001-03-01 06:00:00,"Class_B"
-119.0736,37.78861,"May 2001",2001-05-03 06:00:00,"Class_B"
-118.6744,36.22306,"September 2001",2001-09-06 06:00:00,"Class_B"
-120.6672,39.30056,"August 1984",1984-08-01 06:00:00,"Class_B"
-119.0139,37.33694,"August 1984",1984-08-01 06:00:00,"Class_B"
-121.0803,38.90222,"1978",1978-04-01 06:00:00,"Class_B"
-122.3906,40.58667,"1992",1992-01-01 06:00:00,"Class_B"
-120.0914,38.9575,"August 2001",2001-08-01 06:00:00,"Class_B"
-120.0914,38.9575,"July 2000",2000-07-31 06:00:00,"Class_B"
-123.7481,41.37861,"November 2001",2001-11-01 06:00:00,"Class_B"
-120.0397,38.45861,"July 1977",1977-07-01 07:00:00,"Class_B"
-121.7314,40.53806,"June 2002",2002-06-26 06:00:00,"Class_B"
-120.1547,38.18389,"September 2001",2001-09-01 06:00:00,"Class_B"
-119.9924,38.24805,"July 2002",2002-07-04 06:00:00,"Class_B"
-121.015,39.26167,"August 2002",2002-08-01 06:00:00,"Class_B"
-123.8042,39.44583,"July 1985",1985-07-01 06:00:00,"Class_B"
-118.5272,36.10556,"September 2002",2002-09-03 06:00:00,"Class_B"
-121.2733,39.64306,"September 2002",2002-09-07 06:00:00,"Class_B"
-118.9689,37.07944,"August 1981",1981-08-01 06:00:00,"Class_B"
-119.4275,37.69639,"August 1992",1992-08-01 06:00:00,"Class_B"
-120.0389,38.46472,"October 1982-83",1982-10-31 06:00:00,"Class_B"
-123.6283,40.94083,"April 1961",1961-04-01 06:00:00,"Class_B"
-118.6078,35.56805,"October 2002",2002-10-26 06:00:00,"Class_B"
-124.2006,41.75611,"September 1975",1975-09-01 07:00:00,"Class_B"
-118.3356,35.51222,"October 2002",2002-10-27 06:00:00,"Class_B"
-119.235,37.23167,"September 2001",2001-09-22 06:00:00,"Class_B"
-120.3689,38.20444,"December 1978",1978-12-16 06:00:00,"Class_B"
-119.7519,38.32417,"August 1994",1994-08-01 06:00:00,"Class_B"
-123.1778,41.31917,"1977",1977-07-01 07:00:00,"Class_B"
-119.8208,38.77778,"August 2002",2002-08-01 06:00:00,"Class_B"
-120.2392,38.99778,"July 2000",2000-07-10 06:00:00,"Class_B"
-120.2603,38.31944,"August 1990",1990-08-01 06:00:00,"Class_B"
-123.4817,39.68833,"1987",1987-06-01 06:00:00,"Class_B"
-123.2208,40.0625,"June 1975",1975-06-01 07:00:00,"Class_B"
-118.5821,35.44986,"September 2003",2003-09-07 06:00:00,"Class_B"
-120.5856,38.76139,"August 2003",2003-08-17 06:00:00,"Class_B"
-118.6092,36.4525,"June 2001",2001-06-01 06:00:00,"Class_B"
-123.4908,40.20556,"November 1964",1964-11-01 06:00:00,"Class_B"
-123.24,38.51639,"July 1981",1981-07-02 06:00:00,"Class_B"
-119.8609,37.81269,"January 1977",1977-01-10 06:00:00,"Class_B"
-122.6986,40.98333,"October 2003",2003-10-14 06:00:00,"Class_B"
-121.42,39.08,"October 1959",1959-10-01 07:00:00,"Class_B"
-120.2636,38.03305,"May 2001",2001-05-18 06:00:00,"Class_B"
-123.3264,40.37639,"October 2003",2003-10-28 06:00:00,"Class_B"
-120.4683,39.11167,"October 2003",2003-10-14 06:00:00,"Class_B"
-119.8208,38.77778,"July 1983",1983-07-01 06:00:00,"Class_B"
-120.8294,39.5575,"August 2002",2002-08-30 06:00:00,"Class_B"
-123.6581,41.23528,"November 2003",2003-11-16 06:00:00,"Class_B"
-119.8792,38.2395,"September 1978",1978-09-15 07:00:00,"Class_B"
-122.8719,40.9913,"September 1980",1980-09-30 07:00:00,"Class_B"
-120.8983,39.21667,"December 2003",2003-12-02 06:00:00,"Class_B"
-122.6361,41.72944,"July 1994",1994-07-15 06:00:00,"Class_B"
-122.33,40.755,"August 1984",1984-08-01 06:00:00,"Class_B"
-120.3536,38.25472,"August 2003",2003-08-07 06:00:00,"Class_B"
-124.0586,41.28694,"June 2003",2003-06-28 06:00:00,"Class_B"
-120.0047,38.4775,"November 2001",2001-11-01 06:00:00,"Class_B"
-122.585,38.415,"July 1986",1986-07-01 06:00:00,"Class_B"
-120.5619,38.71806,"June 2003",2004-05-10 06:00:00,"Class_B"
-123.115,39.83,"May 2004",2004-05-22 06:00:00,"Class_B"
-121.675,40.88,"September 1992",1992-09-01 06:00:00,"Class_B"
-118.9656,37.2725,"July 1998",1998-07-01 06:00:00,"Class_B"
-121.4822,39.53722,"June 2004",2004-06-21 06:00:00,"Class_B"
-120.5264,38.39917,"July 2004",2004-07-24 06:00:00,"Class_B"
-121.5027,39.55249,"September 2004",2004-09-21 06:00:00,"Class_B"
-122.7,38.75,"August 2002",2002-08-13 06:00:00,"Class_B"
-120.0491,38.45799,"November 2004",2004-11-23 06:00:00,"Class_B"
-123.15,39.25,"January 2005",2004-01-16 06:00:00,"Class_B"
-119.4626,37.83074,"September 1976",1976-09-01 07:00:00,"Class_B"
-118.5347,36.05361,"October 1985",1985-10-27 06:00:00,"Class_B"
-123.7,40.85,"March 1994",1994-03-01 06:00:00,"Class_B"
-120.0969,38.96,"May 2005",2005-05-05 06:00:00,"Class_B"
-120.5764,38.91185,"September 2002",2002-09-07 06:00:00,"Class_B"
-118.9614,37.2804,"July 2005",2005-07-24 06:00:00,"Class_B"
-118.1729,36.1894,"October 1979",1979-10-01 07:00:00,"Class_B"
-120.6049,38.9037,"August 2005",2005-08-23 06:00:00,"Class_B"
-119.9501,38.6167,"October 2005",2005-10-15 06:00:00,"Class_B"
-118.9591,35.2673,"February 1980",1980-02-01 06:00:00,"Class_B"
-120.0023,34.60665,"1975",2005-09-30 06:00:00,"Class_B"
-120.0833,37.4583,"1970-1972",1971-04-15 06:00:00,"Class_B"
-123.6667,41.25,"July 2005",2005-07-02 06:00:00,"Class_B"
-121.9167,40.4999,"January 2006",2006-01-07 06:00:00,"Class_B"
-119.54,38.29165,"August 1980",1980-08-01 06:00:00,"Class_B"
-123.375,41.8111,"late 70's",2006-07-15 06:00:00,"Class_B"
-122.1675,40.75,"April 2003",2003-04-19 06:00:00,"Class_B"
-118.225,34.25,"April 2002",2006-07-30 06:00:00,"Class_B"
-117.8333,34.2802,"October 1990?",2006-07-10 06:00:00,"Class_B"
-120.7413,40.43298,"July 2005",2005-07-12 06:00:00,"Class_B"
-120.914,39.374,"July 2006",2006-07-08 06:00:00,"Class_B"
-120.1862,38.23475,"July 2006",2006-07-03 06:00:00,"Class_B"
-120.1666,39.0833,"July 2006",2006-11-01 06:00:00,"Class_B"
-122.2333,40.8833,"August 1970",2006-08-21 06:00:00,"Class_B"
-124.2,40.3,"August 2006",2006-08-23 06:00:00,"Class_B"
-123.4439,39.06583,"September 2006",2005-09-16 06:00:00,"Class_B"
-119.801,38.3958,"September 2001",2001-09-25 06:00:00,"Class_B"
-120.4187,39.41546,"August 1986",1986-08-01 06:00:00,"Class_B"
-121.845,37.055,"April 1958",1958-04-15 06:00:00,"Class_B"
-120.245,38.015,"November 2006",2006-11-19 06:00:00,"Class_B"
-118.9386,37.1303,"July 2006",2006-07-14 06:00:00,"Class_B"
-118.8741,37.28675,"October 2006",2006-10-26 06:00:00,"Class_B"
-120.0416,38.20835,"March 2007",2007-03-25 06:00:00,"Class_B"
-118.1666,36.1999,"May 2007",2007-06-01 06:00:00,"Class_B"
-119,37.5999,"July 2005",2007-09-25 06:00:00,"Class_B"
-119.2481,37.90613,"July 2007",2007-07-27 06:00:00,"Class_B"
-120.0825,38.80435,"August 2007",2007-08-27 06:00:00,"Class_B"
-118.3743,37.15889,"May 1980",1980-05-16 06:00:00,"Class_B"
-121.0479,38.95285,"September 2007",2007-09-30 06:00:00,"Class_B"
-123.292,41.23598,"August 1997",1997-08-23 06:00:00,"Class_B"
-117.9667,35.7,"September 2007",2008-01-07 06:00:00,"Class_B"
-118.2084,36.07081,"July 1986",2008-01-09 06:00:00,"Class_B"
-118.5333,37.76666,"1995",2008-03-26 07:00:00,"Class_B"
-119.864,38.17625,"August 2007",2007-08-23 06:00:00,"Class_B"
-124.0101,40.35259,"August 2007",2007-08-11 06:00:00,"Class_B"
-120.0397,38.09832,"October 2006",2006-10-21 06:00:00,"Class_B"
-116.7,33.66675,"November 2000",2008-07-17 06:00:00,"Class_B"
-120.125,38.375,"July 2008",2008-08-05 06:00:00,"Class_B"
-117.0416,34.04165,"August 2008",2008-08-21 06:00:00,"Class_B"
-119.2167,38.04165,"October 2007",2008-09-23 06:00:00,"Class_B"
-118.3804,35.5803,"August 2008",2008-08-11 06:00:00,"Class_B"
-118.375,35.95835,"September 2008",2008-10-17 06:00:00,"Class_B"
-124.1417,41.84998,"October 2008",2009-01-28 06:00:00,"Class_B"
-118.625,35.17748,"February 2009",2009-02-26 06:00:00,"Class_B"
-120.0459,38.03917,"September 2003",2003-09-15 06:00:00,"Class_B"
-122.6417,40.8333,"1973-74",1973-04-15 06:00:00,"Class_B"
-116.7944,34.2556,"August 2008",2009-08-10 06:00:00,"Class_B"
-122.7,41.1139,"August 2009",2010-08-29 06:00:00,"Class_B"
-118.4538,34.66363,"November 1976",2010-05-07 06:00:00,"Class_B"
-118.3302,35.12931,"January 2010",2010-06-10 06:00:00,"Class_B"
-119.118,37.79337,"June 2010",2010-07-31 06:00:00,"Class_B"
-119.9,55.3,"March 2001",2001-03-25 05:00:00,"Class_B"
-112.6921,54.88394,"July 1979",1979-07-15 07:00:00,"Class_B"
-119.2044,53.53485,"June 1987 or 88",1988-06-15 06:00:00,"Class_B"
-119.152,55.404,"March 2004",2004-05-08 06:00:00,"Class_B"
-112.76,50.7,"February 2005",2005-02-13 06:00:00,"Class_B"
-112.9413,49.9818,"1991 or 92",1992-09-15 06:00:00,"Class_B"
-113.4698,54.27101,"August 2001",2001-08-30 06:00:00,"Class_B"
-114.7982,51.03149,"August 1985",1985-08-07 06:00:00,"Class_B"
-115.0964,51.35316,"August 2009",2009-08-09 06:00:00,"Class_B"
-117.18,54.7,"September 1997",1997-09-14 06:00:00,"Class_B"
-114.7861,51.20306,"February 2007",2007-02-14 06:00:00,"Class_B"
-117.7728,53.13605,"September 1997",1997-09-06 06:00:00,"Class_B"
-115.0944,50.55219,"January 2002",2002-01-28 06:00:00,"Class_B"
-125.2581,49.70889,"September 1968",1968-09-24 07:00:00,"Class_B"
-125.1676,49.5368,"March 1998",1998-03-15 06:00:00,"Class_B"
-116.1386,50.50041,"February 2002",2002-02-11 06:00:00,"Class_B"
-120.105,53.24,"January 1996",1996-01-21 06:00:00,"Class_B"
-124.2721,53.53125,"August 2002",2002-08-15 06:00:00,"Class_B"
-121.8,49.25,"November 2003",2003-11-05 06:00:00,"Class_B"
-125.5634,50.09222,"August 2000",2000-08-15 06:00:00,"Class_B"
-117.0654,49.82221,"July 1998-2004",1998-07-15 06:00:00,"Class_B"
-121.85,49.2605,"October 2004",2004-10-04 06:00:00,"Class_B"
-120.1173,50.7395,"June 2004",2004-07-01 06:00:00,"Class_B"
-122.5,58.5,"September 2000",2000-09-01 06:00:00,"Class_B"
-119.7497,49.69263,"August 1966",1966-08-15 07:00:00,"Class_B"
-116.96,51.3,"July 1999",1999-07-02 06:00:00,"Class_B"
-119.0812,50.61847,"December 1974",1974-12-25 06:00:00,"Class_B"
-116.1654,51.26903,"May 1991",1991-05-24 06:00:00,"Class_B"
-122.7746,49.72417,"September 2001",2001-09-19 06:00:00,"Class_B"
-123.84,49.53,"August 2005",2005-08-26 06:00:00,"Class_B"
-121.6101,50.99847,"September 2005",2005-09-01 06:00:00,"Class_B"
-119.5143,50.03625,"March 1984",1984-03-15 06:00:00,"Class_B"
-118.7652,50.24532,"January 2006",2006-01-15 06:00:00,"Class_B"
-123.9035,48.87097,"October 2005",2005-10-15 06:00:00,"Class_B"
-120.966,50.05149,"1981",1981-10-15 07:00:00,"Class_B"
-121.6064,49.32014,"March 2006",2006-03-05 06:00:00,"Class_B"
-119.0626,50.42139,"August 1986",1986-08-15 06:00:00,"Class_B"
-129.4015,56.54958,"March 2006",2006-03-23 06:00:00,"Class_B"
-122.3269,49.48486,"July 1980-81?",1983-07-15 06:00:00,"Class_B"
-121.3222,49.53402,"September 1995",1995-09-10 06:00:00,"Class_B"
-119.5089,43.27355,"January 2004",2004-01-12 06:00:00,"Class_B"
-120.6502,55.9027,"August 2006",2006-08-16 06:00:00,"Class_B"
-125.4051,49.58458,"August 2006",2006-08-20 06:00:00,"Class_B"
-121.8785,50.94152,"June 2006",2006-06-20 06:00:00,"Class_B"
-123.8713,49.0489,"July 2006",2006-07-26 06:00:00,"Class_B"
-117.8775,50.57889,"October 1993",1993-10-13 07:00:00,"Class_B"
-122.2674,49.84818,"February 1996",1996-02-14 06:00:00,"Class_B"
-124.4165,50.2368,"1984-2003",2003-07-15 06:00:00,"Class_B"
-121.589,49.15235,"July 2006",2006-07-15 06:00:00,"Class_B"
-119.2018,50.35025,"January 2005",2005-01-15 06:00:00,"Class_B"
-125.4736,49.07165,"January 2007",2007-01-01 06:00:00,"Class_B"
-121.2607,49.13644,"2000 ??",2000-05-15 06:00:00,"Class_B"
-121.6495,49.16795,"June 2008",2008-06-19 06:00:00,"Class_B"
-118.7952,50.15078,"August 2008",2008-08-08 06:00:00,"Class_B"
-118.8412,50.3715,"August 2008",2008-08-12 06:00:00,"Class_B"
-124.1526,49.1497,"November 2008",2008-11-19 06:00:00,"Class_B"
-124.1744,48.7305,"August 2006",2009-02-08 06:00:00,"Class_B"
-119.5504,50.46674,"October 2009",2009-10-17 06:00:00,"Class_B"
-127.1616,54.78464,"August 2008",2010-08-12 06:00:00,"Class_B"
-118.1976,50.58378,"September 2010",2010-09-22 06:00:00,"Class_B"
-100.8188,50.06295,"October 2000",2000-10-15 06:00:00,"Class_B"
-95.33125,50.92345,"August 2004",2004-08-08 06:00:00,"Class_B"
-95.276,50.07,"September 2004",2004-12-27 06:00:00,"Class_B"
-95.41525,50.85595,"June 1983",1983-06-04 06:00:00,"Class_B"
-101.5205,53.687,"June 2009",2009-06-15 06:00:00,"Class_B"
-77.52356,44.1028,"March 1982",2007-02-22 06:00:00,"Class_B"
